intentType obs_collection provenance_name instrument_name project filters wavelength_region target_name target_classification obs_id s_ra s_dec dataproduct_type proposal_pi calib_level t_min t_max t_exptime em_min em_max obs_title t_obs_release proposal_id proposal_type sequence_number s_region jpegURL dataURL dataRights mtFlag srcDen obsid objID objID1 distance exptime obsID obs_collection_products dataproduct_type_products description type dataURI productType productGroupDescription productSubGroupDescription productDocumentationURL project_products prvversion proposal_id_products productFilename size parent_obsid dataRights_products calib_level_products filters_products author mission # year sort_order
science HLSP QLP Photometer TESS TESS Optical 440686535 "" hlsp_qlp_tess_ffi_s0043-0000000440686535_tess_v01_llc 57.1107694319 23.1916129197 timeseries "Chelsea X. Huang" 4 59473.67257453315 59498.38978487346 600.0 600.0 1000.0 "" 59924.70690962 N/A "" 43 "CIRCLE 57.1107694319 23.1916129197 0.0011111111111111111" "" mast:HLSP/qlp/s0043/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0043-0000000440686535_tess_v01_llc.fits PUBLIC False nan 103910888 193543854 "" 0.0 600 103910888 HLSP timeseries FITS D mast:HLSP/qlp/s0043/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0043-0000000440686535_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0043-0000000440686535_tess_v01_llc.fits 201600 103910888 PUBLIC 4 TESS QLP "TESS Sector 43" "" 2021 3
science HLSP QLP Photometer TESS TESS Optical 440686535 "" hlsp_qlp_tess_ffi_s0044-0000000440686535_tess_v01_llc 57.1107694319 23.1916129197 timeseries "Chelsea X. Huang" 4 59499.69542046217 59523.93958102493 600.0 600.0 1000.0 "" 59936.78261569 N/A "" 44 "CIRCLE 57.1107694319 23.1916129197 0.0011111111111111111" "" mast:HLSP/qlp/s0044/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0044-0000000440686535_tess_v01_llc.fits PUBLIC False nan 107359536 198834633 "" 0.0 600 107359536 HLSP timeseries FITS D mast:HLSP/qlp/s0044/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0044-0000000440686535_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0044-0000000440686535_tess_v01_llc.fits 192960 107359536 PUBLIC 4 TESS QLP "TESS Sector 44" "" 2021 3
science HLSP QLP Photometer TESS TESS OPTICAL 440686535 "" hlsp_qlp_tess_ffi_s0070-0000000440686535_tess_v01_llc 57.1107694319 23.1916129197 timeseries "Chelsea X. Huang" 4 60207.85309101967 60233.32256972417 200.0 600.0 1000.0 "" 60348.8183216 N/A "" 70 "CIRCLE 57.1107694319 23.1916129197 0.0011111111111111111" "" mast:HLSP/qlp/s0070/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0070-0000000440686535_tess_v01_llc.fits PUBLIC False nan 210769434 388174426 "" 0.0 200 210769434 HLSP timeseries FITS D mast:HLSP/qlp/s0070/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0070-0000000440686535_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0070-0000000440686535_tess_v01_llc.fits 653760 210769434 PUBLIC 4 TESS QLP "TESS Sector 70" "" 2023 3
science HLSP QLP Photometer TESS TESS OPTICAL 440686535 "" hlsp_qlp_tess_ffi_s0071-0000000440686535_tess_v01_llc 57.1107694319 23.1916129197 timeseries "Chelsea X. Huang" 4 60233.53555062087 60259.47175299283 200.0 600.0 1000.0 "" 60431.37134265 N/A "" 71 "CIRCLE 57.1107694319 23.1916129197 0.0011111111111111111" "" mast:HLSP/qlp/s0071/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0071-0000000440686535_tess_v01_llc.fits PUBLIC False nan 214266170 422328439 "" 0.0 200 214266170 HLSP timeseries FITS D mast:HLSP/qlp/s0071/0000/0004/4068/6535/hlsp_qlp_tess_ffi_s0071-0000000440686535_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0071-0000000440686535_tess_v01_llc.fits 665280 214266170 PUBLIC 4 TESS QLP "TESS Sector 71" "" 2023 3
science HLSP CDIPS Photometer TESS TESS Optical 440686535 "" hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0042-cam4-ccd4_tess_v01_llc 57.1108986764 23.1914316395 timeseries "Luke Bouma" 4 59447.19721999997 59472.65554139996 1800.0 600.0 1000.0 "" 60286.10145834 N/A "" 42 "CIRCLE 57.1108986764 23.1914316395 0.005833333333333334" "" mast:HLSP/cdips/s0042/cam4_ccd4/hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0042-cam4-ccd4_tess_v01_llc.fits PUBLIC False nan 198314435 360452306 "" 0.0 1800 198314435 HLSP timeseries FITS S mast:HLSP/cdips/s0042/cam4_ccd4/hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0042-cam4-ccd4_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" CDIPS 4047 N/A hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0042-cam4-ccd4_tess_v01_llc.fits 1031040 198314435 PUBLIC 4 TESS CDIPS "TESS Sector 42" "" 2021 9
science HLSP CDIPS Photometer TESS TESS Optical 440686535 "" hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0043-cam3-ccd1_tess_v01_llc 57.1108986764 23.1914316395 timeseries "Luke Bouma" 4 59473.66942369984 59498.38469049986 1800.0 600.0 1000.0 "" 60286.44511569 N/A "" 43 "CIRCLE 57.1108986764 23.1914316395 0.005833333333333334" "" mast:HLSP/cdips/s0043/cam3_ccd1/hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0043-cam3-ccd1_tess_v01_llc.fits PUBLIC False nan 198365974 360515570 "" 0.0 1800 198365974 HLSP timeseries FITS S mast:HLSP/cdips/s0043/cam3_ccd1/hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0043-cam3-ccd1_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" CDIPS 4056 N/A hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0043-cam3-ccd1_tess_v01_llc.fits 993600 198365974 PUBLIC 4 TESS CDIPS "TESS Sector 43" "" 2021 9
science HLSP CDIPS Photometer TESS TESS Optical 440686535 "" hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0044-cam1-ccd2_tess_v01_llc 57.1108986764 23.1914316395 timeseries "Luke Bouma" 4 59499.69023999991 59523.93328490015 1800.0 600.0 1000.0 "" 60286.77751154 N/A "" 44 "CIRCLE 57.1108986764 23.1914316395 0.005833333333333334" "" mast:HLSP/cdips/s0044/cam1_ccd2/hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0044-cam1-ccd2_tess_v01_llc.fits PUBLIC False nan 198458813 360673746 "" 0.0 1800 198458813 HLSP timeseries FITS S mast:HLSP/cdips/s0044/cam1_ccd2/hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0044-cam1-ccd2_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" CDIPS 4065 N/A hlsp_cdips_tess_ffi_gaiatwo0000064933037865353600-s0044-cam1-ccd2_tess_v01_llc.fits 959040 198458813 PUBLIC 4 TESS CDIPS "TESS Sector 44" "" 2021 9
science TESS SPOC Photometer TESS TESS Optical 440690770 "" tess2023263165758-s0070-0000000440690770-0265-s 57.1707463951176 23.2382045297312 timeseries "Ricker, George" 3 60208.061307407406 60233.306231863426 120.0 600.0 1000.0 "" 60262.0 G06120 "" 70 "CIRCLE 57.1707464 23.23820453 0.00138889" "" mast:TESS/product/tess2023263165758-s0070-0000000440690770-0265-s_lc.fits PUBLIC False nan 191175917 346800215 "" 0.0 120 191175917 TESS timeseries "Light curves" S mast:TESS/product/tess2023263165758-s0070-0000000440690770-0265-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.101-20231004 G06120 tess2023263165758-s0070-0000000440690770-0265-s_lc.fits 1863360 191175917 PUBLIC 3 TESS SPOC "TESS Sector 70" "" 2023 1
science TESS SPOC Photometer TESS TESS Optical 440690770 "" tess2023289093419-s0071-0000000440690770-0266-s 57.1707463951176 23.2382045297312 timeseries "Ricker, George" 3 60234.049336550925 60259.361435810184 120.0 600.0 1000.0 "" 60282.0 G06120 "" 71 "CIRCLE 57.1707464 23.23820453 0.00138889" "" mast:TESS/product/tess2023289093419-s0071-0000000440690770-0266-s_lc.fits PUBLIC False nan 197699893 359297563 "" 0.0 120 197699893 TESS timeseries "Light curves" S mast:TESS/product/tess2023289093419-s0071-0000000440690770-0266-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.101-20231004 G06120 tess2023289093419-s0071-0000000440690770-0266-s_lc.fits 1897920 197699893 PUBLIC 3 TESS SPOC "TESS Sector 71" "" 2023 1
science HLSP TESS-SPOC Photometer TESS TESS OPTICAL 440690770 "" hlsp_tess-spoc_tess_phot_0000000440690770-s0070_tess_v1_tp 57.1707463951176 23.2382045297312 timeseries "Douglas A. Caldwell" 4 60207.855734282406 60233.32289944444 200.0 600.0 1000.0 "" 60551.54896979 N/A "" 70 "CIRCLE 57.1707463951176 23.2382045297312 0.0011111111111111111" "" mast:HLSP/tess-spoc/s0070/target/0000/0004/4069/0770/hlsp_tess-spoc_tess_phot_0000000440690770-s0070_tess_v1_lc.fits PUBLIC False nan 229606297 600994650 "" 0.0 200 229606297 HLSP timeseries FITS D mast:HLSP/tess-spoc/s0070/target/0000/0004/4069/0770/hlsp_tess-spoc_tess_phot_0000000440690770-s0070_tess_v1_lc.fits SCIENCE "Minimum Recommended Products" "" "" TESS-SPOC 99 N/A hlsp_tess-spoc_tess_phot_0000000440690770-s0070_tess_v1_lc.fits 1131840 229606297 PUBLIC 4 TESS TESS-SPOC "TESS Sector 70" "" 2023 2
science HLSP TESS-SPOC Photometer TESS TESS OPTICAL 440690770 "" hlsp_tess-spoc_tess_phot_0000000440690770-s0071_tess_v1_tp 57.1707463951176 23.2382045297312 timeseries "Douglas A. Caldwell" 4 60233.54282589121 60259.444307488426 200.0 600.0 1000.0 "" 60594.8989236 N/A "" 71 "CIRCLE 57.1707463951176 23.2382045297312 0.0011111111111111111" "" mast:HLSP/tess-spoc/s0071/target/0000/0004/4069/0770/hlsp_tess-spoc_tess_phot_0000000440690770-s0071_tess_v1_lc.fits PUBLIC False nan 230507689 630067940 "" 0.0 200 230507689 HLSP timeseries FITS D mast:HLSP/tess-spoc/s0071/target/0000/0004/4069/0770/hlsp_tess-spoc_tess_phot_0000000440690770-s0071_tess_v1_lc.fits SCIENCE "Minimum Recommended Products" "" "" TESS-SPOC 100 N/A hlsp_tess-spoc_tess_phot_0000000440690770-s0071_tess_v1_lc.fits 1152000 230507689 PUBLIC 4 TESS TESS-SPOC "TESS Sector 71" "" 2023 2
science HLSP QLP Photometer TESS TESS Optical 440690770 "" hlsp_qlp_tess_ffi_s0042-0000000440690770_tess_v01_llc 57.1707463951 23.2382045297 timeseries "Chelsea X. Huang" 4 59447.19089321001 59472.65859245649 600.0 600.0 1000.0 "" 59908.72172445 N/A "" 42 "CIRCLE 57.1707463951 23.2382045297 0.0011111111111111111" "" mast:HLSP/qlp/s0042/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0042-0000000440690770_tess_v01_llc.fits PUBLIC False nan 101747122 189692904 "" 0.0 600 101747122 HLSP timeseries FITS D mast:HLSP/qlp/s0042/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0042-0000000440690770_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0042-0000000440690770_tess_v01_llc.fits 207360 101747122 PUBLIC 4 TESS QLP "TESS Sector 42" "" 2021 3
science HLSP QLP Photometer TESS TESS Optical 440690770 "" hlsp_qlp_tess_ffi_s0043-0000000440690770_tess_v01_llc 57.1707463951 23.2382045297 timeseries "Chelsea X. Huang" 4 59473.67256858945 59498.38978049904 600.0 600.0 1000.0 "" 59924.70690962 N/A "" 43 "CIRCLE 57.1707463951 23.2382045297 0.0011111111111111111" "" mast:HLSP/qlp/s0043/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0043-0000000440690770_tess_v01_llc.fits PUBLIC False nan 103942613 193579344 "" 0.0 600 103942613 HLSP timeseries FITS D mast:HLSP/qlp/s0043/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0043-0000000440690770_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0043-0000000440690770_tess_v01_llc.fits 201600 103942613 PUBLIC 4 TESS QLP "TESS Sector 43" "" 2021 3
science HLSP QLP Photometer TESS TESS Optical 440690770 "" hlsp_qlp_tess_ffi_s0044-0000000440690770_tess_v01_llc 57.1707463951 23.2382045297 timeseries "Chelsea X. Huang" 4 59499.69541618414 59523.9395790915 600.0 600.0 1000.0 "" 59936.78261569 N/A "" 44 "CIRCLE 57.1707463951 23.2382045297 0.0011111111111111111" "" mast:HLSP/qlp/s0044/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0044-0000000440690770_tess_v01_llc.fits PUBLIC False nan 107403575 198879071 "" 0.0 600 107403575 HLSP timeseries FITS D mast:HLSP/qlp/s0044/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0044-0000000440690770_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0044-0000000440690770_tess_v01_llc.fits 192960 107403575 PUBLIC 4 TESS QLP "TESS Sector 44" "" 2021 3
science HLSP QLP Photometer TESS TESS OPTICAL 440690770 "" hlsp_qlp_tess_ffi_s0070-0000000440690770_tess_v01_llc 57.1707463951 23.2382045297 timeseries "Chelsea X. Huang" 4 60207.85308522731 60233.3225656976 200.0 600.0 1000.0 "" 60348.82053231 N/A "" 70 "CIRCLE 57.1707463951 23.2382045297 0.0011111111111111111" "" mast:HLSP/qlp/s0070/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0070-0000000440690770_tess_v01_llc.fits PUBLIC False nan 210770841 388176320 "" 0.0 200 210770841 HLSP timeseries FITS D mast:HLSP/qlp/s0070/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0070-0000000440690770_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0070-0000000440690770_tess_v01_llc.fits 653760 210770841 PUBLIC 4 TESS QLP "TESS Sector 70" "" 2023 3
science HLSP QLP Photometer TESS TESS OPTICAL 440690770 "" hlsp_qlp_tess_ffi_s0071-0000000440690770_tess_v01_llc 57.1707463951 23.2382045297 timeseries "Chelsea X. Huang" 4 60233.5355466106 60259.47175157443 200.0 600.0 1000.0 "" 60433.43069438 N/A "" 71 "CIRCLE 57.1707463951 23.2382045297 0.0011111111111111111" "" mast:HLSP/qlp/s0071/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0071-0000000440690770_tess_v01_llc.fits PUBLIC False nan 214414335 423492641 "" 0.0 200 214414335 HLSP timeseries FITS D mast:HLSP/qlp/s0071/0000/0004/4069/0770/hlsp_qlp_tess_ffi_s0071-0000000440690770_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" QLP "" N/A hlsp_qlp_tess_ffi_s0071-0000000440690770_tess_v01_llc.fits 665280 214414335 PUBLIC 4 TESS QLP "TESS Sector 71" "" 2023 3
science HLSP CDIPS Photometer TESS TESS Optical 440690770 "" hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0042-cam4-ccd4_tess_v01_llc 57.1708422907 23.237979115 timeseries "Luke Bouma" 4 59447.19721999997 59472.65554139996 1800.0 600.0 1000.0 "" 60286.10145834 N/A "" 42 "CIRCLE 57.1708422907 23.237979115 0.005833333333333334" "" mast:HLSP/cdips/s0042/cam4_ccd4/hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0042-cam4-ccd4_tess_v01_llc.fits PUBLIC False nan 198314436 360452307 "" 0.0 1800 198314436 HLSP timeseries FITS S mast:HLSP/cdips/s0042/cam4_ccd4/hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0042-cam4-ccd4_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" CDIPS 4047 N/A hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0042-cam4-ccd4_tess_v01_llc.fits 1031040 198314436 PUBLIC 4 TESS CDIPS "TESS Sector 42" "" 2021 9
science HLSP CDIPS Photometer TESS TESS Optical 440690770 "" hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0043-cam3-ccd1_tess_v01_llc 57.1708422907 23.237979115 timeseries "Luke Bouma" 4 59473.66942369984 59498.38469049986 1800.0 600.0 1000.0 "" 60286.44511569 N/A "" 43 "CIRCLE 57.1708422907 23.237979115 0.005833333333333334" "" mast:HLSP/cdips/s0043/cam3_ccd1/hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0043-cam3-ccd1_tess_v01_llc.fits PUBLIC False nan 198365975 360515571 "" 0.0 1800 198365975 HLSP timeseries FITS S mast:HLSP/cdips/s0043/cam3_ccd1/hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0043-cam3-ccd1_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" CDIPS 4056 N/A hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0043-cam3-ccd1_tess_v01_llc.fits 993600 198365975 PUBLIC 4 TESS CDIPS "TESS Sector 43" "" 2021 9
science HLSP CDIPS Photometer TESS TESS Optical 440690770 "" hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0044-cam1-ccd2_tess_v01_llc 57.1708422907 23.237979115 timeseries "Luke Bouma" 4 59499.69023999991 59523.93328490015 1800.0 600.0 1000.0 "" 60286.77751154 N/A "" 44 "CIRCLE 57.1708422907 23.237979115 0.005833333333333334" "" mast:HLSP/cdips/s0044/cam1_ccd2/hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0044-cam1-ccd2_tess_v01_llc.fits PUBLIC False nan 198458814 360673747 "" 0.0 1800 198458814 HLSP timeseries FITS S mast:HLSP/cdips/s0044/cam1_ccd2/hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0044-cam1-ccd2_tess_v01_llc.fits SCIENCE "Minimum Recommended Products" "" "" CDIPS 4065 N/A hlsp_cdips_tess_ffi_gaiatwo0000064933621980897536-s0044-cam1-ccd2_tess_v01_llc.fits 959040 198458814 PUBLIC 4 TESS CDIPS "TESS Sector 44" "" 2021 9
science K2 K2 Kepler K2 KEPLER Optical ktwo211047687 "" ktwo211047687-c04_lc 55.912635 23.734856 timeseries "" 2 57061.28482844 57132.18943339 1800.0 420.0 910.0 "" 57273.0 GO4006_GO4011_GO4024_GO4032_GO4048 "" 4 "CIRCLE ICRS 55.91263500 23.73485600 0.00111111" mast:K2/url/missions/k2/previews/c4/211000000/47000/ktwo211047687-c04_llc_bw_large.png mast:K2/url/missions/k2/lightcurves/c4/211000000/47000/ktwo211047687-c04_llc.fits PUBLIC False nan 635882 63799705 63799705 0.0 1800 635882 K2 timeseries "Lightcurve Long Cadence (KLC) - C04" S mast:K2/url/missions/k2/lightcurves/c4/211000000/47000/ktwo211047687-c04_llc.fits SCIENCE "Minimum Recommended Products" LLC "" K2 33 GO4006_GO4011_GO4024_GO4032_GO4048 ktwo211047687-c04_llc.fits 377280 635882 PUBLIC 2 KEPLER K2 "K2 Campaign 04" "" 2015 1
science HLSP EVEREST Kepler K2 KEPLER OPTICAL ktwo211047687 "" hlsp_everest_k2_llc_211047687-c04_kepler_v2.0_lc 55.912635 23.734856 timeseries "Rodrigo Luger" 4 57061.2848284375 57132.189433391206 1800.0 418.4 905.0 "" 58723.61931702 N/A "" 4 "CIRCLE 55.912635 23.734856 0.0011111111111111111" mast:HLSP/everest/v2/c04/211000000/47687/hlsp_everest_k2_llc_211047687-c04_kepler_v2.0_dvs-prev.png mast:HLSP/everest/v2/c04/211000000/47687/hlsp_everest_k2_llc_211047687-c04_kepler_v2.0_lc.fits PUBLIC False nan 30829102 594950403 594950403 0.0 1800 30829102 HLSP timeseries FITS S mast:HLSP/everest/v2/c04/211000000/47687/hlsp_everest_k2_llc_211047687-c04_kepler_v2.0_lc.fits SCIENCE "Minimum Recommended Products" "" "" EVEREST "" N/A hlsp_everest_k2_llc_211047687-c04_kepler_v2.0_lc.fits 11220480 30829102 PUBLIC 4 KEPLER EVEREST "K2 Campaign 04" "" 2015 9
science HLSP K2SC Kepler K2 KEPLER Optical ktwo211047687 "" hlsp_k2sc_k2_llc_211047687-c04_kepler_v2_lc 55.912635 23.734856 timeseries "Suzanne Aigrain" 4 57061.28482844 57132.18943339 1800.0 418.4 905.0 "" 58744.80549757 "" "" 4 "CIRCLE ICRS 55.91263500 23.73485600 0.00111111" mast:HLSP/k2sc/v2/c04/211000000/hlsp_k2sc_k2_llc_211047687-c04_kepler_v2_lc-pdc.png mast:HLSP/k2sc/v2/c04/211000000/hlsp_k2sc_k2_llc_211047687-c04_kepler_v2_lc.fits PUBLIC False nan 30972726 74914328 74914328 0.0 1800 30972726 HLSP timeseries FITS C mast:HLSP/k2sc/v2/c04/211000000/hlsp_k2sc_k2_llc_211047687-c04_kepler_v2_lc.fits SCIENCE "Minimum Recommended Products" "" "" K2SC 6 "" hlsp_k2sc_k2_llc_211047687-c04_kepler_v2_lc.fits 478080 30972726 PUBLIC 4 KEPLER K2SC "K2 Campaign 04" "" 2015 9
science HLSP K2SFF Kepler K2 KEPLER OPTICAL ktwo211047687 "" hlsp_k2sff_k2_lightcurve_211047687-c04_kepler_v1_llc 55.912635 23.734856 timeseries "Andrew Vanderburg" 4 57061.2848284375 57132.189433391206 1800.0 418.4 905.0 "" 58689.620405 N/A "" 4 "CIRCLE 55.912635 23.734856 0.0011111111111111111" mast:HLSP/k2sff/c04/211000000/47687/hlsp_k2sff_k2_lightcurve_211047687-c04_kepler_v1_llc.png mast:HLSP/k2sff/c04/211000000/47687/hlsp_k2sff_k2_lightcurve_211047687-c04_kepler_v1_llc.fits PUBLIC False nan 30192575 601240689 601240689 0.0 1800 30192575 HLSP timeseries FITS S mast:HLSP/k2sff/c04/211000000/47687/hlsp_k2sff_k2_lightcurve_211047687-c04_kepler_v1_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2SFF 6 N/A hlsp_k2sff_k2_lightcurve_211047687-c04_kepler_v1_llc.fits 2937600 30192575 PUBLIC 4 KEPLER K2SFF "K2 Campaign 04" "" 2015 9
science HLSP K2VARCAT Kepler K2 KEPLER Optical ktwo211047687 "" hlsp_k2varcat_k2_lightcurve_211047687-c04_kepler_v2_llc 55.912635 23.734856 timeseries "David Armstrong" 4 57073.02819688 57132.17787292 1800.0 418.4 905.0 "" 58877.73553234 "" "" 4 "CIRCLE ICRS 55.91263500 23.73485600 0.00111111" mast:HLSP/k2varcat/c04/211000000/47000/hlsp_k2varcat_k2_lightcurve_211047687-c04_kepler_v2_llc-detrend-thumb.png mast:HLSP/k2varcat/c04/211000000/47000/hlsp_k2varcat_k2_lightcurve_211047687-c04_kepler_v2_llc.fits PUBLIC False nan 32304309 76245911 76245911 0.0 1800 32304309 HLSP timeseries FITS C mast:HLSP/k2varcat/c04/211000000/47000/hlsp_k2varcat_k2_lightcurve_211047687-c04_kepler_v2_llc.fits SCIENCE "Minimum Recommended Products" "" "" K2VARCAT 6 "" hlsp_k2varcat_k2_lightcurve_211047687-c04_kepler_v2_llc.fits 95040 32304309 PUBLIC 4 KEPLER K2VARCAT "K2 Campaign 04" "" 2015 9
science TESS SPOC Photometer TESS TESS Optical 67768181 "" tess2021284114741-s0044-0000000067768181-0215-s 55.9126479627311 23.7348459040472 timeseries "Ricker, George" 3 59499.69118223379 59523.94502863426 120.0 600.0 1000.0 "" 59563.0 G04236_G04240 "" 44 "CIRCLE 55.91264796 23.7348459 0.00138889" "" mast:TESS/product/tess2021284114741-s0044-0000000067768181-0215-s_lc.fits PUBLIC False nan 68724509 132334875 132334875 0.0 120 68724509 TESS timeseries "Light curves" S mast:TESS/product/tess2021284114741-s0044-0000000067768181-0215-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.50-20211123 G04236_G04240 tess2021284114741-s0044-0000000067768181-0215-s_lc.fits 1776960 68724509 PUBLIC 3 TESS SPOC "TESS Sector 44" "" 2021 1
science TESS SPOC Photometer TESS TESS Optical 67768181 "" tess2021258175143-s0043-0000000067768181-0214-s 55.9126479627311 23.7348459040472 timeseries "Ricker, George" 3 59473.6683637963 59498.38138096065 120.0 600.0 1000.0 "" 59526.0 G04236_G04240 "" 43 "CIRCLE 55.91264796 23.7348459 0.00138889" "" mast:TESS/product/tess2021258175143-s0043-0000000067768181-0214-s_lc.fits PUBLIC False nan 65360253 123398680 123398680 0.0 120 65360253 TESS timeseries "Light curves" S mast:TESS/product/tess2021258175143-s0043-0000000067768181-0214-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.45-20211006 G04236_G04240 tess2021258175143-s0043-0000000067768181-0214-s_lc.fits 1811520 65360253 PUBLIC 3 TESS SPOC "TESS Sector 43" "" 2021 1
science TESS SPOC Photometer TESS TESS Optical 67768181 "" tess2021232031932-s0042-0000000067768181-0213-s 55.9126479627311 23.7348459040472 timeseries "Ricker, George" 3 59447.189478796296 59472.54604613426 120.0 600.0 1000.0 "" 59494.0 G04236_G04240 "" 42 "CIRCLE 55.91264796 23.7348459 0.00138889" "" mast:TESS/product/tess2021232031932-s0042-0000000067768181-0213-s_lc.fits PUBLIC False nan 63399638 119152386 119152386 0.0 120 63399638 TESS timeseries "Light curves" S mast:TESS/product/tess2021232031932-s0042-0000000067768181-0213-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.43-20210918 G04236_G04240 tess2021232031932-s0042-0000000067768181-0213-s_lc.fits 1863360 63399638 PUBLIC 3 TESS SPOC "TESS Sector 42" "" 2021 1
science TESS SPOC Photometer TESS TESS Optical 67768181 "" tess2023263165758-s0070-0000000067768181-0265-s 55.9126479627311 23.7348459040472 timeseries "Ricker, George" 3 60208.06139563657 60233.306289479166 120.0 600.0 1000.0 "" 60262.0 G06120 "" 70 "CIRCLE 55.91264796 23.7348459 0.00138889" "" mast:TESS/product/tess2023263165758-s0070-0000000067768181-0265-s_lc.fits PUBLIC False nan 191165297 346777321 346777321 0.0 120 191165297 TESS timeseries "Light curves" S mast:TESS/product/tess2023263165758-s0070-0000000067768181-0265-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.101-20231004 G06120 tess2023263165758-s0070-0000000067768181-0265-s_lc.fits 1863360 191165297 PUBLIC 3 TESS SPOC "TESS Sector 70" "" 2023 1
science TESS SPOC Photometer TESS TESS Optical 67768181 "" tess2023289093419-s0071-0000000067768181-0266-s 55.9126479627311 23.7348459040472 timeseries "Ricker, George" 3 60234.049393125 60259.361450578705 120.0 600.0 1000.0 "" 60282.0 G06120 "" 71 "CIRCLE 55.91264796 23.7348459 0.00138889" "" mast:TESS/product/tess2023289093419-s0071-0000000067768181-0266-s_lc.fits PUBLIC False nan 197689746 359276900 359276900 0.0 120 197689746 TESS timeseries "Light curves" S mast:TESS/product/tess2023289093419-s0071-0000000067768181-0266-s_lc.fits SCIENCE "Minimum Recommended Products" LC "" SPOC spoc-5.0.101-20231004 G06120 tess2023289093419-s0071-0000000067768181-0266-s_lc.fits 1897920 197689746 PUBLIC 3 TESS SPOC "TESS Sector 71" "" 2023 1
