pop_id,lcname,idtype,ID,secorcamp,author,cadence,fluxamplitude
113,TIC-359892714-11-SPOC-120,TIC,359892714,11,SPOC,120,0.10475932359695428
113,TIC-359892714-12-SPOC-120,TIC,359892714,12,SPOC,120,0.11879420280456532
113,TIC-359892714-38-SPOC-120,TIC,359892714,38,SPOC,120,0.09818583726882935
113,TIC-359892714-39-SPOC-120,TIC,359892714,39,SPOC,120,0.10390802621841422
113,TIC-359892714-64-SPOC-120,TIC,359892714,64,SPOC,120,0.09929592013359079
113,TIC-359892714-65-SPOC-120,TIC,359892714,65,SPOC,120,0.10006321668624873
114,TIC-335598085-11-SPOC-120,TIC,335598085,11,SPOC,120,0.02468925714492798
114,TIC-335598085-64-SPOC-120,TIC,335598085,64,SPOC,120,0.0411418080329895
114,TIC-335598085-65-SPOC-120,TIC,335598085,65,SPOC,120,0.05345720052719116
115,TIC-442571495-12-SPOC-120,TIC,442571495,12,SPOC,120,0.03214290142059317
115,TIC-442571495-38-SPOC-120,TIC,442571495,38,SPOC,120,0.029006630182266235
115,TIC-442571495-65-FFI-200s,TIC,442571495,65,FFI,200s,0.011492830995107561
115,TIC-442571495-91-FFI-200s,TIC,442571495,91,FFI,200s,
116,TIC-67897871-12-SPOC-120,TIC,67897871,12,SPOC,120,0.03444024920463551
116,TIC-67897871-65-FFI-200s,TIC,67897871,65,FFI,200s,0.02895906365097356
116,TIC-67897871-91-SPOC-120,TIC,67897871,91,SPOC,120,0.06437294483184819
116,EPIC-202724025-2-EVEREST-1800,EPIC,202724025,2,EVEREST,1800,0.2568187504125229
117,TIC-405754448-11-SPOC-120,TIC,405754448,11,SPOC,120,0.021227294206619174
117,TIC-405754448-37-SPOC-120,TIC,405754448,37,SPOC,120,0.01821303367614746
117,TIC-405754448-38-SPOC-120,TIC,405754448,38,SPOC,120,0.0186249017715453
117,TIC-405754448-64-FFI-200s,TIC,405754448,64,FFI,200s,0.024333242996146143
117,TIC-405754448-65-FFI-200s,TIC,405754448,65,FFI,200s,0.024780039187429326
118,TIC-405910546-11-FFI-30min,TIC,405910546,11,FFI,30min,0.03171599436472383
118,TIC-405910546-37-SPOC-120,TIC,405910546,37,SPOC,120,0.0515386581420898
118,TIC-405910546-38-SPOC-120,TIC,405910546,38,SPOC,120,0.05833198428153985
118,TIC-405910546-64-FFI-200s,TIC,405910546,64,FFI,200s,0.026257505037123874
119,TIC-404144841-11-SPOC-120,TIC,404144841,11,SPOC,120,0.06702065467834462
119,TIC-404144841-37-SPOC-120,TIC,404144841,37,SPOC,120,0.0351692199707031
119,TIC-404144841-38-SPOC-120,TIC,404144841,38,SPOC,120,0.02961317896842952
119,TIC-404144841-64-SPOC-120,TIC,404144841,64,SPOC,120,0.037593078613281206
120,TIC-312410638-11-FFI-30min,TIC,312410638,11,FFI,30min,0.02102622797076459
120,TIC-312410638-38-SPOC-120,TIC,312410638,38,SPOC,120,0.07331256866455071
120,TIC-312410638-65-FFI-200s,TIC,312410638,65,FFI,200s,0.018156931294087464
121,TIC-167664935-11-FFI-30min,TIC,167664935,11,FFI,30min,0.16410308127941275
121,TIC-167664935-38-SPOC-120,TIC,167664935,38,SPOC,120,0.18333642482757573
121,TIC-167664935-65-FFI-200s,TIC,167664935,65,FFI,200s,0.16252661942510327
122,TIC-89026133-11-FFI-30min,TIC,89026133,11,FFI,30min,0.034604592574132176
122,TIC-89026133-38-SPOC-120,TIC,89026133,38,SPOC,120,0.04497948884963976
122,TIC-89026133-65-FFI-200s,TIC,89026133,65,FFI,200s,0.027694365333798543
123,TIC-272248916-11-SPOC-120,TIC,272248916,11,SPOC,120,0.0236039996147156
123,TIC-272248916-38-SPOC-120,TIC,272248916,38,SPOC,120,0.027676701545715332
123,TIC-272248916-65-FFI-200s,TIC,272248916,65,FFI,200s,0.03570212278084184
124,TIC-440725886-42-SPOC-120,TIC,440725886,42,SPOC,120,0.11741256713867188
124,TIC-440725886-43-SPOC-120,TIC,440725886,43,SPOC,120,0.07971718311309817
124,TIC-440725886-44-SPOC-120,TIC,440725886,44,SPOC,120,0.10400397777557369
124,TIC-440725886-70-SPOC-120,TIC,440725886,70,SPOC,120,0.08581238389015189
124,TIC-440725886-71-SPOC-120,TIC,440725886,71,SPOC,120,0.09146128892898564
125,TIC-234295610-1-SPOC-120,TIC,234295610,1,SPOC,120,0.04942975044250475
125,TIC-234295610-28-SPOC-120,TIC,234295610,28,SPOC,120,0.04778765439987176
125,TIC-234295610-68-FFI-200s,TIC,234295610,68,FFI,200s,0.054615229060628434
125,TIC-234295610-95-SPOC-120,TIC,234295610,95,SPOC,120,0.0337620854377747
126,TIC-224283342-2-SPOC-120,TIC,224283342,2,SPOC,120,0.04680776596069336
126,TIC-224283342-29-SPOC-120,TIC,224283342,29,SPOC,120,0.02041614055633545
126,TIC-224283342-69-SPOC-120,TIC,224283342,69,SPOC,120,0.04204339981079097
126,TIC-224283342-96-SPOC-120,TIC,224283342,96,SPOC,120,0.02143068909645085
127,TIC-289840926-1-SPOC-120,TIC,289840926,1,SPOC,120,0.09583820104599006
127,TIC-289840926-28-SPOC-120,TIC,289840926,28,SPOC,120,0.1213540613651275
127,TIC-289840926-68-FFI-200s,TIC,289840926,68,FFI,200s,0.014615781436448372
127,TIC-289840926-92-SPOC-120,TIC,289840926,92,SPOC,120,0.07280820012092604
127,TIC-289840926-95-SPOC-120,TIC,289840926,95,SPOC,120,0.07608532905578613
128,TIC-141146667-14-FFI-30min,TIC,141146667,14,FFI,30min,0.03996072814384821
128,TIC-141146667-15-FFI-30min,TIC,141146667,15,FFI,30min,0.01678249758149597
128,TIC-141146667-21-FFI-30min,TIC,141146667,21,FFI,30min,0.046150454702865495
128,TIC-141146667-41-SPOC-120,TIC,141146667,41,SPOC,120,0.09525132179260254
128,TIC-141146667-48-SPOC-120,TIC,141146667,48,SPOC,120,0.09772359132766728
128,TIC-141146667-75-SPOC-120,TIC,141146667,75,SPOC,120,0.09233698844909655
129,TIC-12779416-91-FFI-200s,TIC,12779416,91,FFI,200s,0.018895644084507723
129,EPIC-204364515-2-EVEREST-1800,EPIC,204364515,2,EVEREST,1800,0.05207399256724676
129,EPIC-204364515-15-EVEREST-1800,EPIC,204364515,15,EVEREST,1800,0.03674895497695341
130,TIC-68045555-91-SPOC-120,TIC,68045555,91,SPOC,120,0.05355787277221691
130,EPIC-203849738-2-EVEREST-1800,EPIC,203849738,2,EVEREST,1800,0.03933165862541066
131,TIC-68131578-91-SPOC-120,TIC,68131578,91,SPOC,120,0.06582414507865908
131,EPIC-203692610-2-EVEREST-1800,EPIC,203692610,2,EVEREST,1800,0.05310871088913305
132,TIC-49165224-91-SPOC-120,TIC,49165224,91,SPOC,120,0.08564376831054688
132,EPIC-205374937-2-EVEREST-1800,EPIC,205374937,2,EVEREST,1800,0.10300785675724122
133,TIC-391993423-12-FFI-30min,TIC,391993423,12,FFI,30min,0.010068954106864703
133,TIC-391993423-39-FFI-10min,TIC,391993423,39,FFI,10min,0.00649447379401058
133,TIC-391993423-91-SPOC-120,TIC,391993423,91,SPOC,120,0.09798649549484262
133,EPIC-202873945-2-EVEREST-1800,EPIC,202873945,2,EVEREST,1800,0.049293887469500475
134,TIC-203444707-91-SPOC-120,TIC,203444707,91,SPOC,120,0.07249907255172727
134,EPIC-204296148-2-EVEREST-1800,EPIC,204296148,2,EVEREST,1800,0.020537404967639894
135,TIC-175597010-91-SPOC-120,TIC,175597010,91,SPOC,120,0.09638628363609314
135,EPIC-203962559-2-EVEREST-1800,EPIC,203962559,2,EVEREST,1800,0.04858228917955565
136,TIC-175861088-91-SPOC-120,TIC,175861088,91,SPOC,120,0.04535955190658569
136,EPIC-203927435-2-EVEREST-1800,EPIC,203927435,2,EVEREST,1800,0.03663941891335165
137,TIC-49040989-91-FFI-200s,TIC,49040989,91,FFI,200s,0.01807255897816651
137,EPIC-205024957-2-EVEREST-1800,EPIC,205024957,2,EVEREST,1800,0.006609268831787252
138,TIC-49040871-91-FFI-200s,TIC,49040871,91,FFI,200s,0.018195355112142986
138,EPIC-205046529-2-EVEREST-1800,EPIC,205046529,2,EVEREST,1800,0.047442260376747813
139,TIC-49585759-91-SPOC-120,TIC,49585759,91,SPOC,120,0.05948841571807861
139,EPIC-204143627-2-EVEREST-1800,EPIC,204143627,2,EVEREST,1800,0.032794780083062025
140,TIC-413551134-91-SPOC-120,TIC,413551134,91,SPOC,120,0.10822935104370113
140,EPIC-205483258-2-EVEREST-1800,EPIC,205483258,2,EVEREST,1800,0.20263261392917953
141,TIC-220604303-91-SPOC-120,TIC,220604303,91,SPOC,120,0.03846262097358699
141,EPIC-204882444-2-EVEREST-1800,EPIC,204882444,2,EVEREST,1800,0.8315977197313517
142,TIC-280160269-91-FFI-200s,TIC,280160269,91,FFI,200s,51.51603762310176
142,EPIC-204787516-2-EVEREST-1800,EPIC,204787516,2,EVEREST,1800,0.11027727128158593
143,TIC-12776845-91-SPOC-120,TIC,12776845,91,SPOC,120,0.0690559864044189
143,EPIC-204270520-2-EVEREST-1800,EPIC,204270520,2,EVEREST,1800,0.06740001008286878
143,EPIC-204270520-15-EVEREST-1800,EPIC,204270520,15,EVEREST,1800,0.03628906173256419
144,TIC-49035618-91-FFI-200s,TIC,49035618,91,FFI,200s,0.016457978922493788
144,EPIC-204783273-2-EVEREST-1800,EPIC,204783273,2,EVEREST,1800,0.01222997388869973
145,TIC-68167990-91-FFI-200s,TIC,68167990,91,FFI,200s,0.05555798532108214
145,EPIC-203645396-2-EVEREST-1800,EPIC,203645396,2,EVEREST,1800,0.05114068941340666
146,TIC-49691316-91-SPOC-120,TIC,49691316,91,SPOC,120,0.026491600275039606
146,EPIC-204082531-2-EVEREST-1800,EPIC,204082531,2,EVEREST,1800,0.06140639671996084
147,TIC-202876323-91-SPOC-120,TIC,202876323,91,SPOC,120,0.08310633897781372
147,EPIC-204321142-2-EVEREST-1800,EPIC,204321142,2,EVEREST,1800,0.08483695308491512
148,TIC-175744495-91-FFI-200s,TIC,175744495,91,FFI,200s,0.015780240946598467
148,EPIC-203956650-2-EVEREST-1800,EPIC,203956650,2,EVEREST,1800,0.06505727165003417
149,TIC-205106701-12-FFI-30min,TIC,205106701,12,FFI,30min,0.007833061877761782
149,TIC-205106701-39-FFI-10min,TIC,205106701,39,FFI,10min,0.007097549918565371
149,TIC-205106701-91-FFI-200s,TIC,205106701,91,FFI,200s,0.009739296045322643
149,EPIC-202687442-2-EVEREST-1800,EPIC,202687442,2,EVEREST,1800,0.20268537125876218
150,TIC-73217080-91-SPOC-120,TIC,73217080,91,SPOC,120,0.03390038013458252
150,EPIC-204884822-2-EVEREST-1800,EPIC,204884822,2,EVEREST,1800,0.03373488600581198
151,TIC-289840928-1-SPOC-120,TIC,289840928,1,SPOC,120,0.03474539518356312
151,TIC-289840928-28-SPOC-120,TIC,289840928,28,SPOC,120,0.0417323112487793
151,TIC-289840928-68-SPOC-120,TIC,289840928,68,SPOC,120,0.037552714347839355
151,TIC-289840928-92-SPOC-120,TIC,289840928,92,SPOC,120,0.03452545404434215
151,TIC-289840928-95-SPOC-120,TIC,289840928,95,SPOC,120,0.03732740879058838
152,TIC-92574021-10-FFI-30min,TIC,92574021,10,FFI,30min,0.024517667162264223
152,TIC-92574021-37-FFI-10min,TIC,92574021,37,FFI,10min,0.020073915674663656
152,TIC-92574021-63-FFI-200s,TIC,92574021,63,FFI,200s,0.026030982911888323
152,TIC-92574021-64-FFI-200s,TIC,92574021,64,FFI,200s,0.028383401718695023
152,TIC-92574021-90-FFI-200s,TIC,92574021,90,FFI,200s,0.028172788113358438
153,TIC-452345586-10-FFI-30min,TIC,452345586,10,FFI,30min,0.005928127164317898
153,TIC-452345586-11-FFI-30min,TIC,452345586,11,FFI,30min,0.0045096457740207985
153,TIC-452345586-37-FFI-10min,TIC,452345586,37,FFI,10min,0.006405357900588493
153,TIC-452345586-64-FFI-200s,TIC,452345586,64,FFI,200s,0.00893215734455588
154,TIC-379774242-11-FFI-30min,TIC,379774242,11,FFI,30min,0.003942653676139218
154,TIC-379774242-37-FFI-10min,TIC,379774242,37,FFI,10min,0.006709596223636649
154,TIC-379774242-38-FFI-10min,TIC,379774242,38,FFI,10min,0.007533379272414487
154,TIC-379774242-64-FFI-200s,TIC,379774242,64,FFI,200s,0.010722177623313067
154,TIC-379774242-65-FFI-200s,TIC,379774242,65,FFI,200s,0.011112461358590009
155,TIC-310412874-11-FFI-30min,TIC,310412874,11,FFI,30min,0.012887241775226488
155,TIC-310412874-37-FFI-10min,TIC,310412874,37,FFI,10min,0.007079813881884611
155,TIC-310412874-38-FFI-10min,TIC,310412874,38,FFI,10min,0.008131934461786172
155,TIC-310412874-64-FFI-200s,TIC,310412874,64,FFI,200s,0.011651182212054634
155,TIC-310412874-65-FFI-200s,TIC,310412874,65,FFI,200s,0.011329243241730347
156,TIC-311447879-11-FFI-30min,TIC,311447879,11,FFI,30min,0.006157435883789475
156,TIC-311447879-37-FFI-10min,TIC,311447879,37,FFI,10min,0.006829230495570937
156,TIC-311447879-38-FFI-10min,TIC,311447879,38,FFI,10min,0.00943700092450206
157,TIC-311333943-11-FFI-30min,TIC,311333943,11,FFI,30min,0.004423155349479901
157,TIC-311333943-37-FFI-10min,TIC,311333943,37,FFI,10min,0.006133353874715697
157,TIC-311333943-64-FFI-200s,TIC,311333943,64,FFI,200s,0.008592860856046713
157,TIC-311333943-65-FFI-200s,TIC,311333943,65,FFI,200s,0.009153564133252634
158,TIC-450386147-11-FFI-30min,TIC,450386147,11,FFI,30min,0.005641355847114116
158,TIC-450386147-37-FFI-10min,TIC,450386147,37,FFI,10min,0.005441418213792515
158,TIC-450386147-38-FFI-10min,TIC,450386147,38,FFI,10min,0.005767760547237044
158,TIC-450386147-64-FFI-200s,TIC,450386147,64,FFI,200s,0.008654340713517117
158,TIC-450386147-65-FFI-200s,TIC,450386147,65,FFI,200s,0.009520841652386758
159,TIC-272407484-10-SPOC-120,TIC,272407484,10,SPOC,120,0.0524420440196991
159,TIC-272407484-11-SPOC-120,TIC,272407484,11,SPOC,120,0.04714547395706181
159,TIC-272407484-37-FFI-10min,TIC,272407484,37,FFI,10min,0.013228825066478489
159,TIC-272407484-38-FFI-10min,TIC,272407484,38,FFI,10min,0.010200613957453197
159,TIC-272407484-64-FFI-200s,TIC,272407484,64,FFI,200s,0.023535670439111755
160,TIC-412182239-11-FFI-30min,TIC,412182239,11,FFI,30min,0.010908371986163123
160,TIC-412182239-37-FFI-10min,TIC,412182239,37,FFI,10min,0.007951234490443548
160,TIC-412182239-38-FFI-10min,TIC,412182239,38,FFI,10min,0.0060853937398198665
160,TIC-412182239-64-FFI-200s,TIC,412182239,64,FFI,200s,0.00993038818917924
160,TIC-412182239-65-FFI-200s,TIC,412182239,65,FFI,200s,0.01299173244740004
161,TIC-165912675-10-FFI-30min,TIC,165912675,10,FFI,30min,0.00961353267364573
161,TIC-165912675-11-FFI-30min,TIC,165912675,11,FFI,30min,0.011484401288291979
161,TIC-165912675-37-FFI-10min,TIC,165912675,37,FFI,10min,0.013271825301374718
161,TIC-165912675-64-FFI-200s,TIC,165912675,64,FFI,200s,0.018278518092298857
162,TIC-412376751-11-FFI-30min,TIC,412376751,11,FFI,30min,0.007088851971705945
162,TIC-412376751-37-FFI-10min,TIC,412376751,37,FFI,10min,0.00831950571142559
162,TIC-412376751-38-FFI-10min,TIC,412376751,38,FFI,10min,0.008221668486687927
162,TIC-412376751-64-FFI-200s,TIC,412376751,64,FFI,200s,0.0159623911106912
162,TIC-412376751-65-FFI-200s,TIC,412376751,65,FFI,200s,0.014152283580443181
163,TIC-412376096-11-FFI-30min,TIC,412376096,11,FFI,30min,0.0038266589306890086
163,TIC-412376096-37-FFI-10min,TIC,412376096,37,FFI,10min,0.00498557085678486
163,TIC-412376096-38-FFI-10min,TIC,412376096,38,FFI,10min,0.0040606447578842575
163,TIC-412376096-64-FFI-200s,TIC,412376096,64,FFI,200s,0.007466288448952474
163,TIC-412376096-65-FFI-200s,TIC,412376096,65,FFI,200s,0.007518199362267608
164,TIC-258583707-11-FFI-30min,TIC,258583707,11,FFI,30min,0.011125170895310621
164,TIC-258583707-37-FFI-10min,TIC,258583707,37,FFI,10min,0.011383629612948809
164,TIC-258583707-64-FFI-200s,TIC,258583707,64,FFI,200s,0.012964837401685747
165,TIC-438709950-11-FFI-30min,TIC,438709950,11,FFI,30min,0.005452598654335672
165,TIC-438709950-37-FFI-10min,TIC,438709950,37,FFI,10min,0.006828199141497016
165,TIC-438709950-38-FFI-10min,TIC,438709950,38,FFI,10min,0.005859626596912637
165,TIC-438709950-64-FFI-200s,TIC,438709950,64,FFI,200s,0.009331011325601657
166,TIC-241375625-11-FFI-30min,TIC,241375625,11,FFI,30min,0.016082338216624525
166,TIC-241375625-38-FFI-10min,TIC,241375625,38,FFI,10min,0.016955956564148722
166,TIC-241375625-64-FFI-200s,TIC,241375625,64,FFI,200s,0.01616586019879096
166,TIC-241375625-65-FFI-200s,TIC,241375625,65,FFI,200s,0.016984956111536942
167,TIC-179368022-11-FFI-30min,TIC,179368022,11,FFI,30min,0.013995366749456783
167,TIC-179368022-38-FFI-10min,TIC,179368022,38,FFI,10min,0.018658043985252615
167,TIC-179368022-64-FFI-200s,TIC,179368022,64,FFI,200s,0.021399355913991558
168,TIC-241841997-11-FFI-30min,TIC,241841997,11,FFI,30min,0.0242373917165708
168,TIC-241841997-38-FFI-10min,TIC,241841997,38,FFI,10min,0.012615712310550808
168,TIC-241841997-65-FFI-200s,TIC,241841997,65,FFI,200s,0.023134779616224566
169,TIC-334325329-11-FFI-30min,TIC,334325329,11,FFI,30min,0.01094921623123124
169,TIC-334325329-38-FFI-10min,TIC,334325329,38,FFI,10min,0.016192309496305457
169,TIC-334325329-65-SPOC-120,TIC,334325329,65,SPOC,120,0.046411269903182895
170,TIC-334838280-11-FFI-30min,TIC,334838280,11,FFI,30min,0.00845561342855028
170,TIC-334838280-38-FFI-10min,TIC,334838280,38,FFI,10min,0.009553865155101371
170,TIC-334838280-65-FFI-200s,TIC,334838280,65,FFI,200s,0.018564773773108945
171,TIC-366178112-11-FFI-30min,TIC,366178112,11,FFI,30min,0.0200723606018548
171,TIC-366178112-38-FFI-10min,TIC,366178112,38,FFI,10min,0.019263455293507148
171,TIC-366178112-65-SPOC-120,TIC,366178112,65,SPOC,120,0.05431586503982544
172,TIC-160539036-11-FFI-30min,TIC,160539036,11,FFI,30min,0.025642893702390035
172,TIC-160539036-38-FFI-10min,TIC,160539036,38,FFI,10min,0.02182221637334969
172,TIC-160539036-65-FFI-200s,TIC,160539036,65,FFI,200s,0.016373822023308504
173,TIC-140765939-11-FFI-30min,TIC,140765939,11,FFI,30min,0.008393127188728422
173,TIC-140765939-38-FFI-10min,TIC,140765939,38,FFI,10min,0.009553589270182683
173,TIC-140765939-65-FFI-200s,TIC,140765939,65,FFI,200s,0.5142532085089874
174,TIC-76698847-11-FFI-30min,TIC,76698847,11,FFI,30min,0.0062783235035170915
174,TIC-76698847-38-FFI-10min,TIC,76698847,38,FFI,10min,0.007115870437716887
174,TIC-76698847-65-FFI-200s,TIC,76698847,65,FFI,200s,0.012908121363425562
175,TIC-173267960-12-FFI-30min,TIC,173267960,12,FFI,30min,0.01747362534695618
175,TIC-173267960-38-FFI-10min,TIC,173267960,38,FFI,10min,0.019649006431936566
175,TIC-173267960-65-FFI-200s,TIC,173267960,65,FFI,200s,0.02140914914645875
176,TIC-179357494-12-FFI-30min,TIC,179357494,12,FFI,30min,0.018083768450138704
176,TIC-179357494-38-FFI-10min,TIC,179357494,38,FFI,10min,0.020406102966998407
176,TIC-179357494-65-FFI-200s,TIC,179357494,65,FFI,200s,0.02490175119944482
177,TIC-442575691-12-FFI-30min,TIC,442575691,12,FFI,30min,0.030059773045785665
177,TIC-442575691-38-FFI-10min,TIC,442575691,38,FFI,10min,0.02498855540417866
177,TIC-442575691-65-FFI-200s,TIC,442575691,65,FFI,200s,0.03296707383269848
177,TIC-442575691-91-FFI-200s,TIC,442575691,91,FFI,200s,
178,TIC-84187344-12-FFI-30min,TIC,84187344,12,FFI,30min,0.002727589116429341
178,TIC-84187344-39-FFI-10min,TIC,84187344,39,FFI,10min,0.0036691872331940933
178,TIC-84187344-66-FFI-200s,TIC,84187344,66,FFI,200s,0.0065133495564435595
178,TIC-84187344-93-FFI-200s,TIC,84187344,93,FFI,200s,0.007017353113581093
179,TIC-85125492-12-FFI-30min,TIC,85125492,12,FFI,30min,0.01511422074384261
179,TIC-85125492-39-FFI-10min,TIC,85125492,39,FFI,10min,0.016473315067393135
179,TIC-85125492-66-FFI-200s,TIC,85125492,66,FFI,200s,0.01087137142689365
179,TIC-85125492-93-SPOC-120,TIC,85125492,93,SPOC,120,0.03597735166549676
180,TIC-85356121-12-FFI-30min,TIC,85356121,12,FFI,30min,0.009978525445313413
180,TIC-85356121-39-FFI-10min,TIC,85356121,39,FFI,10min,0.008490757860942222
180,TIC-85356121-66-FFI-200s,TIC,85356121,66,FFI,200s,0.009848608889521548
180,TIC-85356121-93-FFI-200s,TIC,85356121,93,FFI,200s,0.00990068406288147
181,TIC-97239026-12-FFI-30min,TIC,97239026,12,FFI,30min,0.015911405323344785
181,TIC-97239026-39-FFI-10min,TIC,97239026,39,FFI,10min,0.010672807115750249
181,TIC-97239026-66-FFI-200s,TIC,97239026,66,FFI,200s,0.01482891152079191
181,TIC-97239026-91-SPOC-120,TIC,97239026,91,SPOC,120,0.10933288931846619
181,TIC-97239026-93-SPOC-120,TIC,97239026,93,SPOC,120,0.0908501148223877
182,TIC-337243787-12-FFI-30min,TIC,337243787,12,FFI,30min,0.016019758241904936
182,TIC-337243787-39-FFI-10min,TIC,337243787,39,FFI,10min,0.0094314537501482
182,TIC-337243787-66-FFI-200s,TIC,337243787,66,FFI,200s,0.01608725611308881
182,TIC-337243787-93-SPOC-120,TIC,337243787,93,SPOC,120,0.12560896873474126
183,TIC-65347864-3-SPOC-120,TIC,65347864,3,SPOC,120,0.043810570240020774
183,TIC-65347864-4-SPOC-120,TIC,65347864,4,SPOC,120,0.043877637386322
183,TIC-65347864-30-FFI-10min,TIC,65347864,30,FFI,10min,0.033683872125694236
183,TIC-65347864-31-FFI-10min,TIC,65347864,31,FFI,10min,0.03509213340888773
183,TIC-65347864-97-FFI-200s,TIC,65347864,97,FFI,200s,0.029787361722324213
197,TIC-160329609-6-SPOC-120,TIC,160329609,6,SPOC,120,0.008601021766662553
197,TIC-160329609-32-SPOC-120,TIC,160329609,32,SPOC,120,0.018195044994354315
197,TIC-160329609-33-SPOC-120,TIC,160329609,33,SPOC,120,0.01747262477874756
197,TIC-160329609-87-SPOC-120,TIC,160329609,87,SPOC,120,0.016061782836914062
198,TIC-148646689-11-SPOC-120,TIC,148646689,11,SPOC,120,0.048712861537933305
198,TIC-148646689-38-SPOC-120,TIC,148646689,38,SPOC,120,0.061423885822296076
198,TIC-148646689-65-FFI-200s,TIC,148646689,65,FFI,200s,0.03226242001434021
199,TIC-245834739-5-FFI-30min,TIC,245834739,5,FFI,30min,0.01450750768739073
199,TIC-245834739-32-FFI-10min,TIC,245834739,32,FFI,10min,0.01851583598912243
199,TIC-245834739-43-SPOC-120,TIC,245834739,43,SPOC,120,0.031722748279571555
199,TIC-245834739-44-SPOC-120,TIC,245834739,44,SPOC,120,0.030708318948745594
199,TIC-245834739-70-SPOC-120,TIC,245834739,70,SPOC,120,0.0356137037277221
199,TIC-245834739-71-SPOC-120,TIC,245834739,71,SPOC,120,0.03283780813217152
200,TIC-125843782-43-SPOC-120,TIC,125843782,43,SPOC,120,0.025558441877365112
200,TIC-125843782-44-SPOC-120,TIC,125843782,44,SPOC,120,0.02666674852371209
200,TIC-125843782-70-SPOC-120,TIC,125843782,70,SPOC,120,0.05788666009902954
200,TIC-125843782-71-SPOC-120,TIC,125843782,71,SPOC,120,0.026662278175353937
200,EPIC-248131102-13-EVEREST-1800,EPIC,248131102,13,EVEREST,1800,0.03765791755654713
201,TIC-244161191-3-SPOC-120,TIC,244161191,3,SPOC,120,0.030675411224365234
201,TIC-244161191-30-SPOC-120,TIC,244161191,30,SPOC,120,0.029433751106262118
201,TIC-244161191-42-FFI-10min,TIC,244161191,42,FFI,10min,
201,TIC-244161191-70-SPOC-120,TIC,244161191,70,SPOC,120,0.05752013921737675
202,TIC-231058925-2-SPOC-120,TIC,231058925,2,SPOC,120,0.03020024299621582
202,TIC-231058925-3-SPOC-120,TIC,231058925,3,SPOC,120,0.0400066494941711
202,TIC-231058925-29-SPOC-120,TIC,231058925,29,SPOC,120,0.026487529277801514
202,TIC-231058925-30-SPOC-120,TIC,231058925,30,SPOC,120,0.03117115497589118
202,TIC-231058925-69-SPOC-120,TIC,231058925,69,SPOC,120,0.05250942111015322
202,TIC-231058925-96-SPOC-120,TIC,231058925,96,SPOC,120,0.030682235956192017
203,TIC-301676454-46-SPOC-120,TIC,301676454,46,SPOC,120,0.03638581037521349
203,TIC-301676454-72-FFI-200s,TIC,301676454,72,FFI,200s,6.068806300567379
204,TIC-58084670-14-FFI-30min,TIC,58084670,14,FFI,30min,3.462292759460059
204,TIC-58084670-41-SPOC-120,TIC,58084670,41,SPOC,120,0.11521021127700815
204,TIC-58084670-54-SPOC-120,TIC,58084670,54,SPOC,120,0.09609243869781492
204,TIC-58084670-55-SPOC-120,TIC,58084670,55,SPOC,120,0.10477830171585079
204,TIC-58084670-74-SPOC-120,TIC,58084670,74,SPOC,120,0.09023079872131334
204,TIC-58084670-75-SPOC-120,TIC,58084670,75,SPOC,120,0.09472215175628662
204,TIC-58084670-81-SPOC-120,TIC,58084670,81,SPOC,120,0.10743510723114014
205,TIC-67745212-5-FFI-30min,TIC,67745212,5,FFI,30min,0.018721429595758066
205,TIC-67745212-32-SPOC-120,TIC,67745212,32,SPOC,120,0.0491971135139464
206,TIC-5714469-10-SPOC-120,TIC,5714469,10,SPOC,120,0.07111091613769527
206,TIC-5714469-36-FFI-10min,TIC,5714469,36,FFI,10min,0.3439511233581065
206,TIC-5714469-63-FFI-200s,TIC,5714469,63,FFI,200s,0.022882768362827655
206,TIC-5714469-90-SPOC-120,TIC,5714469,90,SPOC,120,0.037735819816589355
207,TIC-259586708-3-SPOC-120,TIC,259586708,3,SPOC,120,0.043474113941192605
207,TIC-259586708-4-SPOC-120,TIC,259586708,4,SPOC,120,0.04203829765319822
207,TIC-259586708-5-SPOC-120,TIC,259586708,5,SPOC,120,0.04134376645088189
207,TIC-259586708-6-SPOC-120,TIC,259586708,6,SPOC,120,0.04092520475387573
207,TIC-259586708-30-SPOC-120,TIC,259586708,30,SPOC,120,0.05088837146759029
207,TIC-259586708-31-SPOC-120,TIC,259586708,31,SPOC,120,0.057289302349090576
207,TIC-259586708-32-SPOC-120,TIC,259586708,32,SPOC,120,0.047808051109313965
207,TIC-259586708-97-FFI-200s,TIC,259586708,97,FFI,200s,0.036387241833853334
208,TIC-245902096-5-FFI-30min,TIC,245902096,5,FFI,30min,0.016999503811183647
208,TIC-245902096-32-FFI-10min,TIC,245902096,32,FFI,10min,0.01690714979323249
208,TIC-245902096-43-SPOC-120,TIC,245902096,43,SPOC,120,0.026475048065185525
208,TIC-245902096-44-SPOC-120,TIC,245902096,44,SPOC,120,0.024175435304641724
208,TIC-245902096-70-FFI-200s,TIC,245902096,70,FFI,200s,0.01711990054930801
208,TIC-245902096-71-FFI-200s,TIC,245902096,71,FFI,200s,0.01909526205644052
208,EPIC-246776923-13-EVEREST-1800,EPIC,246776923,13,EVEREST,1800,0.06548770315125185
209,TIC-245874053-43-SPOC-120,TIC,245874053,43,SPOC,120,0.033125060796737715
209,TIC-245874053-44-SPOC-120,TIC,245874053,44,SPOC,120,0.03159676194190986
